YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_23,total_volume_area_24,total_volume_area_26
2023-07,30,79,7,17,4,60,45,7,4,12,6,2,1,16,28,133,415,6,2,17,9,5,9,355,14,56,9,16,0,101,23,11,53,36,15,2,0,3,29,5,100,11,39,51,36,54,37,91,9,6,5,49,1,259,5,6,,,
2023-08,30,74,5,27,2,40,55,9,6,19,22,3,0,22,45,145,380,12,6,16,12,7,15,254,20,87,6,20,4,130,43,7,28,13,30,0,21,9,24,10,100,13,32,37,57,53,48,125,8,15,11,31,0,34,12,10,,,
2023-09,30,98,16,38,1,43,33,9,16,20,6,1,0,26,20,121,440,13,5,6,12,3,19,59,15,73,8,14,2,95,23,9,13,10,28,1,6,8,35,5,74,3,14,17,21,56,37,100,7,11,15,8,0,6,4,3,,,
2023-10,30,76,11,18,0,40,38,9,11,19,2,1,1,13,29,107,432,20,2,8,12,3,11,19,8,26,6,13,4,109,28,9,15,9,30,3,2,8,21,6,57,10,9,13,13,250,23,78,9,15,9,8,1,3,6,6,,,
2023-11,30,82,4,10,0,26,21,9,7,26,2,2,1,16,37,77,319,8,3,43,5,3,11,2,15,31,23,6,3,76,16,5,7,5,23,2,5,6,13,13,49,5,15,6,7,58,17,143,6,4,4,6,0,1,0,7,,,
2023-12,30,93,6,26,1,27,24,7,5,16,1,2,0,20,20,75,308,7,1,13,7,4,11,0,6,39,7,4,5,46,30,8,15,5,22,1,4,5,25,2,71,7,23,5,5,6,12,130,1,3,7,11,0,4,0,4,,,
2024-01,30,135,9,6,1,55,36,25,6,17,2,4,1,10,22,82,320,10,5,27,6,19,10,3,10,164,10,12,2,28,10,6,8,19,10,1,13,8,27,2,37,12,50,5,23,0,21,188,7,6,5,16,0,7,0,0,,,
2024-02,30,112,25,15,0,39,26,6,8,11,1,7,1,18,18,82,259,11,5,7,7,2,3,3,11,109,3,11,2,48,17,3,12,7,29,1,1,7,23,6,48,10,19,6,8,32,19,108,3,11,4,1,0,2,0,2,,,
2024-03,30,108,8,21,1,27,31,8,13,6,4,4,2,19,18,67,294,13,3,6,5,4,11,0,10,73,2,7,0,51,17,8,19,9,18,0,2,7,27,8,37,3,34,14,8,2,15,4,2,5,10,12,0,2,0,2,,,
2024-04,30,99,9,14,3,38,26,3,17,15,1,1,1,24,18,75,431,12,5,4,10,4,4,0,8,104,5,7,9,53,14,6,18,15,21,1,1,8,20,7,56,8,37,8,14,7,20,4,7,14,53,22,0,4,3,2,,,
2024-05,30,105,21,24,9,24,38,4,17,13,6,4,1,25,28,89,307,17,0,8,4,3,13,133,7,114,1,19,2,57,26,9,31,8,20,1,2,11,31,9,124,21,49,32,41,93,47,18,3,4,8,47,0,1,11,7,,,
2024-06,30,98,14,18,2,50,42,6,16,13,4,3,2,18,30,95,415,10,4,7,7,2,13,386,13,107,12,16,3,101,27,3,11,7,23,0,7,9,16,12,127,9,32,23,41,13,29,25,9,6,12,14,1,3,9,3,,,
2024-07,30,109,14,17,2,40,42,9,11,8,7,6,2,27,24,118,314,9,1,14,11,5,13,153,6,65,6,19,4,118,39,12,25,14,28,1,3,10,14,9,99,24,44,124,95,96,48,5,10,7,5,21,0,9,16,10,,,
2024-08,30,79,16,8,2,45,31,11,13,11,5,2,1,45,24,134,419,18,3,17,10,7,11,117,14,51,6,20,6,72,22,10,17,12,32,2,5,10,19,6,118,4,35,23,47,16,31,36,15,7,10,12,0,5,5,8,,,
2024-09,30,77,27,9,4,42,33,6,10,16,2,4,4,13,32,113,544,11,4,7,17,5,7,9,7,32,4,13,2,87,21,10,18,6,25,3,9,16,18,12,191,8,39,8,37,8,19,138,6,7,5,10,1,4,5,3,,,
2024-10,30,110,8,9,2,36,19,7,13,16,5,4,3,39,23,102,338,10,1,5,6,1,13,4,12,40,4,16,1,84,15,2,11,9,25,2,1,2,16,2,105,7,29,22,22,5,24,215,3,11,12,5,0,3,3,6,,,
2024-11,30,109,10,7,1,28,22,6,6,11,4,1,4,21,25,79,243,11,1,2,3,2,12,3,20,28,2,19,1,40,10,6,8,10,22,0,1,5,27,10,83,6,31,10,12,3,10,241,1,6,4,10,0,4,0,5,,,
2024-12,30,100,10,8,0,21,19,3,15,19,3,2,2,13,17,55,288,7,2,5,4,6,9,10,16,44,6,13,2,29,19,3,13,6,24,1,0,3,16,5,64,2,36,2,11,3,6,86,1,8,10,16,1,12,0,4,,,
2025-01,30,109,4,15,1,40,49,11,5,49,4,2,2,11,15,78,459,9,5,10,3,28,7,0,34,63,28,7,2,27,14,2,4,9,20,0,0,5,23,1,51,5,28,3,1,12,3,165,2,7,14,21,1,6,0,1,,,
2025-02,30,98,18,5,0,28,37,9,10,19,2,3,0,14,13,55,314,6,2,2,4,8,10,0,19,50,11,13,2,16,12,4,5,3,16,2,0,6,30,1,18,2,31,0,5,3,5,162,0,12,5,4,0,1,0,0,,,
2025-03,30,109,18,7,2,36,29,6,12,11,5,1,0,33,26,98,377,13,2,7,7,4,14,0,6,91,0,16,1,56,15,8,17,10,15,0,2,5,35,6,73,7,46,8,18,24,23,216,9,5,9,21,0,6,0,1,,,
2025-04,30,107,8,25,2,26,18,10,22,23,3,5,0,10,36,62,345,14,3,1,7,2,19,0,8,88,2,11,1,65,19,7,19,16,17,0,3,11,31,4,60,9,23,8,10,9,26,165,5,7,7,15,1,4,0,6,,,
2025-05,30,83,23,19,0,25,17,5,13,26,3,1,1,18,27,84,369,17,5,8,6,1,12,28,6,53,2,22,1,73,21,8,13,8,25,3,4,7,12,5,78,5,19,18,40,15,18,93,9,6,26,15,1,2,0,6,,,
2025-06,30,96,13,13,1,35,32,12,15,19,7,2,0,17,35,93,389,12,7,12,8,10,14,453,14,45,21,20,5,87,27,9,19,10,21,1,4,3,42,6,114,10,39,42,53,25,36,75,5,10,9,29,1,11,11,7,,,
2025-07,30,67,7,38,2,55,42,8,19,16,5,2,0,23,36,134,272,12,6,36,8,2,10,341,15,38,20,22,3,87,31,13,29,11,36,1,1,6,18,7,119,16,35,54,128,12,41,125,8,9,25,43,3,12,9,8,,,
2025-08,30,136,7,17,1,46,27,12,11,12,8,0,2,27,37,142,302,15,3,11,13,4,7,85,8,76,9,24,2,77,19,7,28,16,30,0,2,10,30,7,93,8,50,36,40,28,38,120,7,8,12,24,0,78,10,9,,,
2025-09,30,84,5,24,2,33,35,5,10,20,6,1,1,28,36,108,309,17,3,9,13,1,18,1,5,38,6,20,3,92,20,11,16,8,36,1,3,11,37,6,110,4,11,37,23,17,22,66,7,12,19,5,0,8,3,10,,,
2025-10,30,136,10,21,3,26,16,5,10,29,6,1,0,16,16,81,367,11,0,4,11,3,5,7,4,39,0,10,3,80,25,8,10,5,36,0,5,22,23,4,87,4,31,19,16,6,18,28,5,13,6,8,1,0,5,7,,,
2025-11,30,75,1,12,0,21,20,1,9,12,2,1,4,17,27,61,309,8,14,4,2,8,4,0,3,12,4,5,0,34,11,5,9,6,20,1,1,7,13,6,39,3,24,14,10,2,12,100,3,8,10,8,0,3,0,6,,,
2025-12,30,88,3,4,0,22,17,8,4,22,3,1,3,7,21,55,369,6,1,18,7,14,3,3,12,62,7,6,1,17,11,3,7,2,15,1,1,3,19,3,47,12,35,0,4,1,6,72,4,18,11,7,2,5,0,0,,,
2019-01,31,8,19,5,0,14,9,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,37,8,0,3,0,0,6,1,22,6,0,0,0,4,0,12,0,9,0,0,3,1,4,0,0,7,0,1,0,0,0,,,
2019-02,31,29,9,3,0,15,20,11,0,1,1,2,0,0,5,28,11,1,0,0,4,1,4,0,4,209,7,0,5,1,5,4,6,9,17,0,0,0,1,1,100,0,4,0,0,2,3,4,0,0,20,0,0,0,0,0,,,
2019-03,31,52,16,6,1,22,14,2,1,20,5,3,0,2,15,32,199,9,1,3,4,17,1,1,0,198,11,2,3,12,4,7,7,8,29,2,1,6,5,7,118,2,38,2,2,3,7,5,3,0,10,3,1,2,0,2,,,
2019-04,31,26,21,8,4,13,48,5,3,10,3,2,3,6,14,35,280,5,1,1,12,6,4,0,3,172,6,12,3,20,14,6,11,9,61,0,0,13,7,2,94,2,29,5,1,4,9,32,5,1,16,15,0,8,0,2,,,
2019-05,31,24,20,5,8,15,25,5,2,10,3,3,3,6,11,42,225,16,2,8,8,0,3,38,1,158,8,9,5,26,8,8,21,12,118,0,1,4,6,5,111,4,26,3,2,7,6,14,1,5,10,20,0,3,2,4,,,
2019-06,31,33,18,4,2,25,31,9,5,3,5,3,0,6,18,48,313,10,3,9,17,2,3,139,2,117,17,8,8,41,9,9,12,11,49,1,0,1,11,5,166,3,54,6,5,4,14,52,3,5,8,15,1,4,19,7,,,
2019-07,31,33,22,11,14,26,20,3,1,9,5,3,0,12,14,63,402,11,1,4,17,2,6,201,8,144,10,8,10,52,16,6,12,17,14,0,0,5,7,4,248,3,31,6,5,4,7,34,6,3,62,14,1,5,8,2,,,
2019-08,31,33,19,11,0,32,15,3,2,14,6,4,0,7,25,54,312,7,3,2,3,7,4,23,3,119,5,4,5,53,11,5,5,19,31,0,0,6,12,5,83,7,13,5,11,6,7,61,3,5,60,6,0,1,17,2,,,
2019-09,31,37,26,10,5,19,14,4,5,9,1,1,1,9,20,40,471,5,7,6,9,3,8,8,6,138,9,8,2,47,15,9,17,29,29,0,0,5,8,6,172,3,29,7,6,7,5,46,1,5,33,4,2,0,16,5,,,
2019-10,31,34,29,13,2,14,29,3,2,13,0,1,0,5,34,46,377,8,4,6,9,5,4,3,6,125,5,9,8,43,2,10,16,11,61,2,5,14,16,3,188,7,40,9,3,3,3,57,3,4,11,7,0,2,9,0,,,
2019-11,31,19,14,5,4,15,14,3,0,10,1,1,0,12,19,22,400,10,0,3,5,2,7,5,21,93,5,2,1,21,10,4,6,4,32,1,1,9,13,7,76,6,23,2,5,2,5,14,2,5,13,3,0,1,0,5,,,
2019-12,31,35,20,3,1,15,11,0,2,9,0,0,0,16,20,30,393,6,0,7,7,1,7,2,3,44,8,4,1,27,1,2,4,0,75,3,1,25,13,8,176,0,48,0,1,1,1,3,0,3,10,0,0,1,0,7,,,
2020-01,31,42,14,2,3,22,19,4,3,7,0,0,9,13,9,49,276,9,3,2,6,4,6,0,5,76,6,10,3,14,12,6,7,5,30,1,0,5,8,1,116,3,55,2,1,2,7,4,1,4,9,5,0,2,0,1,,,
2020-02,31,27,16,4,0,11,13,3,2,12,1,3,0,11,13,22,206,3,1,2,4,7,7,2,8,72,2,8,3,16,11,4,2,3,36,1,0,13,10,11,45,5,17,1,2,1,0,3,2,1,7,3,2,2,0,0,,,
2020-03,31,10,8,12,0,22,14,4,16,5,2,7,3,9,11,36,363,8,2,4,9,3,5,2,3,69,6,3,2,21,25,3,6,5,26,0,1,3,5,23,102,1,29,2,2,3,4,3,1,2,1,7,0,1,0,2,,,
2020-04,31,9,10,11,3,19,15,4,69,8,3,4,1,5,15,35,584,3,1,13,3,1,3,0,2,85,11,7,8,37,13,3,8,2,54,3,5,23,5,6,56,3,19,1,0,0,3,33,2,4,1,8,0,4,0,1,,,
2020-05,31,19,12,8,3,35,31,4,47,4,0,0,1,8,17,70,434,8,2,7,15,4,7,16,4,95,20,7,1,57,28,2,19,7,59,3,6,14,11,8,36,3,17,4,1,6,4,21,2,4,4,17,0,4,10,3,,,
2020-06,31,32,6,7,1,36,11,7,22,10,4,0,2,8,17,53,412,8,4,6,6,3,4,178,1,36,17,8,9,45,21,1,12,6,86,0,2,9,10,2,275,2,22,21,14,8,10,35,8,7,6,3,0,3,21,3,,,
2020-07,31,32,10,6,1,39,29,3,31,10,4,2,0,19,19,82,229,8,0,10,13,5,5,249,2,27,17,7,9,68,37,8,11,10,74,1,1,11,14,5,153,5,40,14,9,12,5,45,4,1,3,7,1,2,27,8,,,
2020-08,31,36,16,5,2,38,24,3,22,12,5,1,2,9,21,66,298,14,6,9,11,5,5,210,2,30,12,5,7,82,31,5,9,18,52,0,3,9,10,5,217,3,29,23,19,2,5,26,4,7,6,6,0,3,28,4,,,
2020-09,31,34,7,6,2,28,17,3,16,2,4,0,0,5,24,62,444,11,4,6,14,3,9,16,2,32,8,5,3,69,24,5,6,7,39,1,2,13,7,2,220,2,19,9,6,3,1,24,8,14,17,3,0,1,4,2,,,
2020-10,31,32,11,1,1,33,14,6,18,11,3,0,1,3,10,32,263,10,1,6,9,0,4,4,7,28,4,9,3,55,18,1,5,3,36,2,3,2,7,3,204,1,17,3,2,1,4,26,2,6,5,12,0,5,1,2,,,
2020-11,31,27,6,3,0,16,16,1,25,3,4,0,0,13,13,34,319,7,5,0,10,3,4,2,6,19,6,7,3,37,23,3,3,7,71,0,0,6,10,6,155,6,12,4,1,3,2,21,5,6,3,1,0,0,5,3,,,
2020-12,31,39,4,8,3,21,16,5,12,15,2,1,0,2,15,33,564,4,1,3,13,5,0,2,2,65,3,3,6,26,16,1,6,3,23,0,1,7,6,3,29,4,11,1,0,1,4,2,2,1,3,5,0,1,0,3,,,
2021-01,31,21,4,14,0,22,19,4,17,19,1,0,0,0,8,56,411,5,0,8,12,6,5,1,4,99,4,1,3,24,15,4,1,5,18,0,0,5,6,1,37,2,14,2,0,0,3,10,3,2,6,1,1,0,0,0,,,
2021-02,31,26,7,1,1,18,30,20,9,16,1,1,0,3,8,24,253,12,3,147,3,47,2,3,5,110,38,3,3,15,18,2,5,7,17,0,0,8,4,4,10,3,17,0,0,1,1,3,2,3,2,2,2,4,0,0,,,
2021-03,31,43,9,3,3,30,16,5,11,11,7,1,0,12,23,69,362,4,5,23,9,12,4,0,1,94,18,9,6,51,28,2,8,5,65,0,0,11,6,13,105,6,46,2,0,4,0,21,0,2,13,0,0,4,0,1,,,
2021-04,31,49,9,5,1,35,14,3,8,12,2,1,1,9,14,51,399,6,1,3,12,7,4,1,1,60,7,4,6,44,11,10,4,28,41,0,1,5,3,12,85,3,23,1,2,2,8,9,0,1,6,1,0,2,0,5,,,
2021-05,31,33,5,6,2,25,30,3,5,12,4,1,2,14,14,55,423,7,2,5,6,10,16,107,4,50,3,11,5,79,24,3,11,24,58,0,0,10,10,2,107,5,56,2,7,13,6,46,0,0,3,4,0,3,6,4,,,
2021-06,31,25,11,4,3,24,19,1,2,4,2,0,1,15,20,49,385,8,3,12,12,7,2,310,1,45,4,8,2,100,28,5,19,8,35,1,1,7,9,19,101,7,25,10,8,4,7,34,2,2,5,15,0,2,15,1,,,
2021-07,31,35,7,6,2,25,18,3,1,4,0,2,2,7,25,63,351,9,7,25,5,12,1,232,5,101,4,13,4,132,41,2,10,19,64,2,0,3,10,4,116,3,24,3,12,7,6,63,3,4,43,7,1,4,25,10,,,
2021-08,31,37,4,8,4,28,18,3,4,3,3,0,1,22,27,57,389,13,1,20,7,4,0,148,2,61,4,9,4,82,29,7,13,6,79,1,1,14,7,6,260,4,44,15,12,5,10,41,3,3,17,10,0,4,26,3,,,
2021-09,31,52,4,9,0,18,23,7,6,12,3,0,0,9,27,55,404,9,1,10,1,2,1,53,4,41,2,10,4,67,23,4,4,19,32,0,0,6,12,5,142,6,23,5,5,4,4,25,1,1,4,3,1,2,20,2,,,
2021-10,31,36,9,14,4,21,12,4,6,7,0,1,2,19,13,40,339,11,1,1,0,3,3,39,2,34,4,8,5,87,17,3,11,15,57,0,1,9,7,6,114,7,21,7,5,2,4,15,6,1,3,6,0,3,0,1,,,
2021-11,31,37,11,3,0,18,13,1,6,13,1,0,3,13,11,36,355,3,3,0,2,10,8,24,2,42,3,9,0,61,15,3,2,4,10,0,2,8,12,5,113,5,29,0,2,2,3,5,0,4,4,1,0,0,0,6,,,
2021-12,31,33,12,3,0,18,13,7,7,7,3,2,10,10,10,36,439,5,3,14,7,1,2,2,7,33,8,3,2,36,16,3,3,6,28,0,1,4,6,3,112,5,23,3,3,1,4,9,3,3,8,4,0,1,0,6,,,
2022-01,31,39,7,2,0,20,13,17,8,9,0,2,0,1,8,34,336,4,1,5,7,41,1,1,9,45,3,2,4,29,7,1,4,3,36,0,0,9,1,1,34,11,26,0,0,3,1,1,1,2,7,1,1,2,0,0,,,
2022-02,31,49,5,5,0,14,41,4,1,7,2,0,0,4,17,26,201,2,2,9,9,6,3,2,4,146,7,1,5,25,12,10,7,22,34,0,2,15,14,0,50,7,55,1,2,2,1,0,8,3,4,5,0,5,0,1,,,
2022-03,31,72,7,7,4,17,21,8,3,5,2,0,0,6,9,43,430,8,0,1,6,2,5,0,0,239,3,5,4,60,13,10,1,44,86,0,0,29,9,4,96,7,40,1,0,8,6,0,4,4,8,12,0,5,0,1,,,
2022-04,31,36,10,19,2,16,32,8,0,13,6,1,0,15,11,42,315,5,0,0,5,1,1,0,3,318,4,6,6,84,9,8,10,9,25,1,4,9,17,11,75,6,37,1,3,9,3,6,3,1,6,23,0,2,1,1,,,
2022-05,31,29,6,16,6,37,20,7,1,9,3,2,0,7,17,53,374,8,2,11,9,0,5,160,3,233,1,11,7,85,30,9,16,8,10,2,6,9,3,5,175,4,24,3,2,19,7,23,2,5,6,18,0,3,12,2,,,
2022-06,31,27,8,9,1,14,19,2,6,6,8,1,0,8,13,44,288,6,1,8,7,8,5,199,1,70,4,9,5,64,15,2,7,11,20,0,0,10,7,17,146,8,22,14,11,8,13,31,6,6,9,16,2,1,33,10,,,
2022-07,31,43,10,1,4,16,23,4,2,7,5,1,0,15,15,55,512,11,1,10,11,0,5,53,1,73,13,19,4,61,16,8,9,7,15,0,0,10,8,10,142,13,15,17,2,7,11,72,3,12,5,13,0,3,13,7,,,
2022-08,31,39,10,8,1,18,29,5,0,4,6,6,0,13,28,60,366,18,4,11,5,4,3,21,5,37,9,6,5,57,23,1,4,5,28,1,8,21,19,11,174,2,24,10,6,9,2,36,6,2,14,3,0,1,17,4,,,
2022-09,31,44,7,8,1,22,18,5,1,13,2,1,0,4,18,40,599,17,4,8,7,5,8,2,4,31,17,3,4,52,17,4,3,5,23,2,4,22,16,7,158,6,12,4,11,4,4,33,1,6,30,3,1,3,10,4,,,
2022-10,31,31,11,5,1,23,12,3,3,10,2,4,0,14,13,43,360,12,1,9,3,1,7,11,4,34,7,4,5,46,15,6,4,11,15,0,4,13,11,10,106,4,73,3,8,3,7,11,0,3,9,1,0,0,2,6,,,
2022-11,31,50,11,4,1,14,17,2,2,5,0,0,1,3,20,26,481,14,0,6,8,3,4,2,6,26,2,8,3,42,24,5,4,8,10,0,0,5,15,6,123,4,19,4,5,7,4,10,0,5,6,1,0,0,4,9,,,
2022-12,31,50,11,1,0,19,23,16,2,34,0,0,2,4,8,41,300,6,1,8,6,27,4,7,3,23,1,1,4,21,9,1,4,2,17,0,0,14,13,1,73,4,29,1,0,17,1,2,0,1,5,10,0,3,0,5,,,
2023-01,31,36,14,13,2,16,13,4,2,5,3,0,1,6,6,45,390,11,0,10,3,3,3,0,9,114,8,3,5,26,16,0,5,5,25,0,0,10,4,6,72,5,23,4,1,3,1,0,1,2,8,4,2,0,0,4,,,
2023-02,31,32,13,4,1,18,13,5,1,9,2,1,1,8,9,46,509,6,5,5,5,4,11,0,3,137,6,5,4,38,8,1,15,1,14,0,0,6,15,3,67,6,52,0,1,1,0,2,2,2,9,21,1,2,0,1,,,
2023-03,31,56,10,7,1,21,14,1,0,7,5,1,0,5,10,45,388,9,0,4,14,0,8,0,6,94,4,6,3,24,12,8,4,5,39,3,0,12,9,3,52,7,20,5,2,37,5,0,3,4,7,5,0,3,0,2,,,
2023-04,31,50,14,11,1,21,21,6,2,6,4,1,0,9,5,46,315,18,0,6,6,9,17,0,1,85,2,1,4,42,14,8,6,5,20,2,0,10,8,8,72,4,31,2,2,6,9,61,3,6,11,3,1,1,0,5,,,
2023-05,31,45,7,9,0,20,20,2,2,5,5,2,0,10,24,42,427,4,2,5,8,3,28,8,3,43,2,15,9,74,19,4,4,16,15,0,0,7,8,3,69,1,31,7,0,3,2,193,5,15,3,4,0,2,8,8,,,
2023-06,31,27,14,13,0,32,15,3,4,11,6,2,0,22,13,52,384,3,5,11,11,28,13,129,5,44,6,13,17,73,11,5,1,8,10,0,1,7,16,9,54,2,17,6,8,3,7,120,1,8,6,8,0,4,18,4,,,
2023-07,31,45,3,11,8,18,33,7,9,6,3,1,0,13,20,62,367,13,1,6,11,0,5,164,12,38,8,9,7,77,23,6,12,13,15,1,0,8,7,7,53,2,29,13,12,18,14,80,2,3,8,22,0,12,19,6,,,
2023-08,31,45,11,9,4,22,24,5,7,4,3,3,0,9,18,54,602,8,3,3,29,1,11,85,7,72,8,9,18,104,20,8,12,14,23,2,0,14,14,9,112,6,37,7,5,11,12,111,2,2,11,16,5,19,22,8,,,
2023-09,31,33,3,8,0,25,23,5,4,11,2,1,0,9,6,39,460,9,3,5,5,8,7,49,4,22,14,5,7,80,6,3,13,9,7,0,1,4,16,7,25,3,23,3,5,20,11,71,4,3,8,15,0,3,4,8,,,
2023-10,31,37,4,7,3,15,15,4,1,9,4,1,0,11,10,35,550,8,2,6,19,1,6,1,4,71,7,7,5,76,9,3,5,32,37,0,0,16,10,7,68,9,55,3,7,5,15,105,4,2,9,5,1,1,7,9,,,
2023-11,31,43,8,5,0,21,31,10,1,4,1,4,1,5,16,48,442,9,2,16,26,1,2,7,4,28,6,13,1,53,17,0,1,1,26,2,0,16,14,10,52,5,13,2,3,1,5,174,3,2,7,1,0,2,1,9,,,
2023-12,31,60,4,3,2,20,23,3,6,9,2,0,1,12,11,29,357,4,2,9,29,3,3,3,4,47,5,4,8,45,10,3,7,1,5,0,0,5,8,6,62,8,55,2,5,15,6,94,4,2,8,6,0,3,0,5,,,
2024-01,31,51,3,6,3,35,21,16,4,13,2,3,1,0,6,31,399,9,3,26,8,23,4,3,2,91,14,3,2,51,17,3,8,6,10,0,2,4,10,5,42,9,64,1,5,41,4,2,2,2,5,13,1,1,0,1,,,
2024-02,31,59,8,11,1,79,27,5,4,19,1,2,1,9,8,31,315,7,4,3,16,1,5,0,3,77,3,3,1,41,9,9,4,8,28,1,0,5,13,10,69,3,56,1,3,11,10,70,7,3,9,5,0,4,0,1,,,
2024-03,31,61,0,14,2,16,37,3,1,12,4,5,1,6,10,33,411,15,5,4,10,6,8,2,1,116,7,8,3,44,15,0,6,17,10,1,3,11,9,10,47,1,55,4,2,11,19,120,3,2,30,18,0,7,0,0,,,
2024-04,31,37,7,16,2,26,30,5,3,19,2,1,0,16,8,35,444,9,9,6,9,6,16,0,5,81,9,8,2,50,14,1,6,10,19,4,0,12,11,7,52,6,33,4,2,11,6,133,9,5,29,11,0,7,1,3,,,
2024-05,31,48,4,18,5,22,21,2,2,17,3,2,1,18,6,49,396,10,5,8,12,4,62,1,2,87,9,20,17,41,22,4,14,5,17,0,1,11,25,10,104,12,53,10,9,49,9,63,8,18,12,15,0,4,8,13,,,
2024-06,31,63,3,11,5,45,25,5,4,2,5,0,0,13,11,36,268,13,5,8,9,0,5,50,3,110,7,8,11,39,19,3,5,5,14,0,1,7,6,7,84,4,31,8,8,75,17,37,1,2,12,13,0,2,9,13,,,
2024-07,31,35,5,8,2,16,49,1,4,11,7,1,0,9,23,61,410,20,10,9,11,4,8,39,5,83,7,13,2,63,34,9,10,18,20,0,1,3,3,12,78,9,50,37,43,8,15,30,4,2,10,15,1,2,11,9,,,
2024-08,31,41,10,15,2,51,58,9,17,4,3,2,0,13,22,48,467,10,5,11,23,3,9,42,1,57,9,7,6,49,32,2,13,33,21,1,1,9,9,4,56,1,17,13,11,61,14,121,6,8,19,6,0,4,15,6,,,
2024-09,31,34,1,2,4,16,20,3,5,10,4,0,1,17,24,42,345,16,3,9,16,4,7,12,1,53,7,7,3,58,17,4,16,12,23,4,0,4,11,7,70,9,30,5,7,24,8,14,4,4,7,6,1,3,7,6,,,
2024-10,31,28,2,9,2,36,31,7,6,4,6,1,3,13,9,42,386,8,3,10,8,11,13,1,2,54,13,2,2,43,11,8,8,14,13,0,6,5,13,3,66,2,32,6,10,7,5,5,3,7,7,7,0,3,0,6,,,
2024-11,31,46,6,9,0,25,21,5,3,6,1,0,2,3,14,39,256,4,6,2,7,1,8,0,7,40,5,3,4,48,14,1,5,4,16,0,1,9,12,1,67,7,61,3,6,15,1,50,2,7,10,6,0,2,0,7,,,
2024-12,31,35,0,5,0,18,19,3,7,9,4,3,4,4,12,36,325,11,5,9,7,1,3,0,9,15,7,6,3,54,9,3,10,7,8,3,2,12,17,5,49,6,24,0,1,6,3,23,2,5,9,2,0,5,0,2,,,
2025-01,31,41,2,6,0,18,19,10,4,22,1,6,0,17,5,20,280,6,8,4,4,85,2,3,15,31,8,1,9,34,5,3,2,3,9,1,1,2,12,5,22,9,55,0,1,0,0,159,6,2,6,9,2,7,0,3,,,
2025-02,31,42,5,2,0,20,25,4,8,15,2,0,3,11,10,24,195,7,3,4,5,27,2,5,7,63,15,6,7,39,13,3,5,7,15,2,1,7,13,2,24,12,26,2,5,97,0,103,1,2,9,5,1,5,0,0,,,
2025-03,31,57,7,7,2,15,29,7,4,8,3,0,2,8,21,34,293,21,1,3,6,7,9,4,2,120,6,8,9,50,18,7,2,7,10,0,0,7,11,7,62,6,62,2,3,8,3,125,2,4,11,12,0,0,0,3,,,
2025-04,31,45,4,5,1,11,17,9,6,14,3,1,1,7,23,29,358,8,1,5,9,7,11,3,3,65,8,8,3,46,13,6,17,10,25,1,0,8,26,5,26,10,40,1,8,9,0,59,2,3,8,23,1,4,0,8,,,
2025-05,31,45,18,10,2,30,25,10,8,24,0,2,1,12,22,36,448,12,0,5,12,3,24,6,5,61,6,19,1,58,20,9,9,8,15,1,0,16,13,4,97,7,29,11,14,25,5,6,4,4,7,18,0,2,4,6,,,
2025-06,31,30,2,15,1,29,24,3,8,16,2,1,0,12,18,53,370,18,4,4,9,3,21,163,10,50,4,15,3,66,15,5,23,11,32,1,0,7,18,11,86,3,45,13,18,25,4,34,3,3,15,23,0,4,19,7,,,
2025-07,31,40,6,3,1,22,37,9,6,9,2,2,1,6,27,46,317,15,3,10,9,2,11,195,7,27,10,10,4,69,32,4,15,10,10,0,0,3,9,5,87,3,43,23,29,6,13,32,3,3,25,32,0,10,26,6,,,
2025-08,31,63,8,4,1,27,33,9,7,13,9,0,2,18,34,57,345,15,1,7,9,7,17,67,6,34,7,16,10,57,27,11,14,8,14,2,2,6,18,4,45,4,41,3,9,30,15,24,3,0,39,21,0,3,15,8,,,
